taxon	locus	pi1	pi2
maestre_de_campo-mindoro_s	locus236	0.0	0.0
masbate-panay_ne	locus236	0.0	0.0
negros-panay_sw	locus236	0.0	0.0
caluya-camiguin_sur	locus237	0.0	0.0
lubang-mindoro_n	locus237	0.0	0.0
maestre_de_campo-mindoro_s	locus237	0.0	0.0
masbate-panay_ne	locus237	0.0	0.0
negros-panay_sw	locus237	0.0	0.0
caluya-camiguin_sur	locus238	0.0	0.0
lubang-mindoro_n	locus238	0.0	0.0
maestre_de_campo-mindoro_s	locus238	0.0	0.0
masbate-panay_ne	locus238	0.0	0.0
negros-panay_sw	locus238	0.0	0.0
caluya-camiguin_sur	locus239	0.0	0.0
lubang-mindoro_n	locus239	0.0	0.0
maestre_de_campo-mindoro_s	locus239	0.0337078651685	0.0
masbate-panay_ne	locus239	0.0	0.0
negros-panay_sw	locus239	0.0	0.0
caluya-camiguin_sur	locus240	0.0	0.0
lubang-mindoro_n	locus240	0.0	0.0
maestre_de_campo-mindoro_s	locus240	0.0	0.0
masbate-panay_ne	locus240	0.0	0.00757575757576
negros-panay_sw	locus240	0.0	0.0
caluya-camiguin_sur	locus241	0.0	0.0
lubang-mindoro_n	locus241	0.0	0.0
maestre_de_campo-mindoro_s	locus241	0.0	0.0
masbate-panay_ne	locus241	0.0	0.0
negros-panay_sw	locus241	0.0	0.0
caluya-camiguin_sur	locus242	0.0	0.0
lubang-mindoro_n	locus242	0.0	0.0
maestre_de_campo-mindoro_s	locus242	0.0	0.0
masbate-panay_ne	locus242	0.0	0.0
negros-panay_sw	locus242	0.0	0.0
caluya-camiguin_sur	locus243	0.0	0.0
lubang-mindoro_n	locus243	0.0	0.0
maestre_de_campo-mindoro_s	locus243	0.0	0.0
masbate-panay_ne	locus243	0.0	0.0
negros-panay_sw	locus243	0.0	0.0
caluya-camiguin_sur	locus244	0.0	0.0
lubang-mindoro_n	locus244	0.0	0.0
maestre_de_campo-mindoro_s	locus244	0.0	0.0
masbate-panay_ne	locus244	0.0	0.0
negros-panay_sw	locus244	0.0	0.0
caluya-camiguin_sur	locus245	0.0	0.0
lubang-mindoro_n	locus245	0.0	0.0
maestre_de_campo-mindoro_s	locus245	0.0	0.0
masbate-panay_ne	locus245	0.0	0.0
negros-panay_sw	locus245	0.0	0.0
caluya-camiguin_sur	locus246	0.0	0.0
lubang-mindoro_n	locus246	0.0	0.0
maestre_de_campo-mindoro_s	locus246	0.0	0.0
masbate-panay_ne	locus246	0.0	0.0
negros-panay_sw	locus246	0.0	0.0
caluya-camiguin_sur	locus247	0.0	0.0
lubang-mindoro_n	locus247	0.0	0.0
maestre_de_campo-mindoro_s	locus247	0.0	0.0
masbate-panay_ne	locus247	0.0	0.0
negros-panay_sw	locus247	0.0	0.0
caluya-camiguin_sur	locus248	0.0	0.0
lubang-mindoro_n	locus248	0.0	0.0
maestre_de_campo-mindoro_s	locus248	0.0	0.0
masbate-panay_ne	locus248	0.0	0.0
negros-panay_sw	locus248	0.0	0.00555555555556
caluya-camiguin_sur	locus249	0.0	0.0
lubang-mindoro_n	locus249	0.0	0.0
maestre_de_campo-mindoro_s	locus249	0.0	0.0
masbate-panay_ne	locus249	0.0	0.0
negros-panay_sw	locus249	0.0	0.0046511627907
caluya-camiguin_sur	locus250	0.0	0.0
lubang-mindoro_n	locus250	0.0	0.0
maestre_de_campo-mindoro_s	locus250	0.0	0.0
masbate-panay_ne	locus250	0.0	0.0
negros-panay_sw	locus250	0.0	0.0
caluya-camiguin_sur	locus251	0.0	0.0
lubang-mindoro_n	locus251	0.0	0.00757575757576
maestre_de_campo-mindoro_s	locus251	0.0	0.0
masbate-panay_ne	locus251	0.0	0.0
negros-panay_sw	locus251	0.0	0.0
caluya-camiguin_sur	locus252	0.0	0.0
lubang-mindoro_n	locus252	0.0	0.0
maestre_de_campo-mindoro_s	locus252	0.0	0.0
masbate-panay_ne	locus252	0.0	0.0
negros-panay_sw	locus252	0.0	0.0
caluya-camiguin_sur	locus253	0.0	0.0
lubang-mindoro_n	locus253	0.0	0.0
maestre_de_campo-mindoro_s	locus253	0.0	0.0
masbate-panay_ne	locus253	0.0	0.0
negros-panay_sw	locus253	0.0	0.0
caluya-camiguin_sur	locus254	0.0	0.0
lubang-mindoro_n	locus254	0.0	0.0
maestre_de_campo-mindoro_s	locus254	0.0	0.0
masbate-panay_ne	locus254	0.0077519379845	0.0
negros-panay_sw	locus254	0.0	0.0
caluya-camiguin_sur	locus255	0.0	0.0077519379845
lubang-mindoro_n	locus255	0.00581395348837	0.0
maestre_de_campo-mindoro_s	locus255	0.0	0.0
masbate-panay_ne	locus255	0.0	0.0
negros-panay_sw	locus255	0.0	0.0
caluya-camiguin_sur	locus256	0.00740740740741	0.0
lubang-mindoro_n	locus256	0.0	0.0
maestre_de_campo-mindoro_s	locus256	0.0	0.0
masbate-panay_ne	locus256	0.0	0.0
negros-panay_sw	locus256	0.0	0.0
caluya-camiguin_sur	locus257	0.0	0.0
lubang-mindoro_n	locus257	0.0	0.0
maestre_de_campo-mindoro_s	locus257	0.0	0.0
masbate-panay_ne	locus257	0.0	0.0
negros-panay_sw	locus257	0.0	0.0
caluya-camiguin_sur	locus258	0.0	0.0
lubang-mindoro_n	locus258	0.0	0.0
maestre_de_campo-mindoro_s	locus258	0.0	0.0
masbate-panay_ne	locus258	0.0	0.0
negros-panay_sw	locus258	0.0	0.0
caluya-camiguin_sur	locus259	0.0	0.0
lubang-mindoro_n	locus259	0.0	0.0
maestre_de_campo-mindoro_s	locus259	0.0	0.0
masbate-panay_ne	locus259	0.0	0.0
negros-panay_sw	locus259	0.0	0.0
caluya-camiguin_sur	locus260	0.0	0.0
lubang-mindoro_n	locus260	0.0	0.0
maestre_de_campo-mindoro_s	locus260	0.0	0.0
masbate-panay_ne	locus260	0.0	0.0
negros-panay_sw	locus260	0.0	0.0
caluya-camiguin_sur	locus261	0.0	0.0
lubang-mindoro_n	locus261	0.0	0.0
maestre_de_campo-mindoro_s	locus261	0.0	0.0
masbate-panay_ne	locus261	0.0	0.0
negros-panay_sw	locus261	0.0	0.0
caluya-camiguin_sur	locus262	0.0	0.0
lubang-mindoro_n	locus262	0.0	0.0
maestre_de_campo-mindoro_s	locus262	0.0	0.0
masbate-panay_ne	locus262	0.0	0.0
negros-panay_sw	locus262	0.0	0.0
caluya-camiguin_sur	locus263	0.0	0.0
lubang-mindoro_n	locus263	0.0	0.0
maestre_de_campo-mindoro_s	locus263	0.0	0.0
masbate-panay_ne	locus263	0.0	0.0
negros-panay_sw	locus263	0.0	0.0
caluya-camiguin_sur	locus264	0.0	0.0
lubang-mindoro_n	locus264	0.0	0.0
maestre_de_campo-mindoro_s	locus264	0.0	0.0
masbate-panay_ne	locus264	0.0	0.0
negros-panay_sw	locus264	0.0	0.0
caluya-camiguin_sur	locus265	0.0	0.0
lubang-mindoro_n	locus265	0.0	0.0
maestre_de_campo-mindoro_s	locus265	0.0	0.0
masbate-panay_ne	locus265	0.0	0.0
negros-panay_sw	locus265	0.0	0.0
caluya-camiguin_sur	locus266	0.0	0.0
lubang-mindoro_n	locus266	0.0	0.0
maestre_de_campo-mindoro_s	locus266	0.0	0.0
masbate-panay_ne	locus266	0.0	0.0
negros-panay_sw	locus266	0.0	0.0
caluya-camiguin_sur	locus267	0.0	0.0
lubang-mindoro_n	locus267	0.0	0.0
maestre_de_campo-mindoro_s	locus267	0.0	0.0
masbate-panay_ne	locus267	0.0	0.0
negros-panay_sw	locus267	0.0	0.0
caluya-camiguin_sur	locus268	0.0	0.0
lubang-mindoro_n	locus268	0.0	0.0
maestre_de_campo-mindoro_s	locus268	0.0	0.0
masbate-panay_ne	locus268	0.0	0.0
negros-panay_sw	locus268	0.0	0.0
caluya-camiguin_sur	locus269	0.0	0.0
lubang-mindoro_n	locus269	0.0	0.0
maestre_de_campo-mindoro_s	locus269	0.0	0.0
masbate-panay_ne	locus269	0.0	0.0
negros-panay_sw	locus269	0.0	0.0
caluya-camiguin_sur	locus270	0.0	0.0
lubang-mindoro_n	locus270	0.0	0.0
maestre_de_campo-mindoro_s	locus270	0.0	0.0
masbate-panay_ne	locus270	0.0	0.0
negros-panay_sw	locus270	0.0	0.00749063670412
caluya-camiguin_sur	locus271	0.0	0.0
lubang-mindoro_n	locus271	0.0	0.0
maestre_de_campo-mindoro_s	locus271	0.0	0.0
masbate-panay_ne	locus271	0.0	0.0
negros-panay_sw	locus271	0.0	0.0
caluya-camiguin_sur	locus272	0.0	0.0
lubang-mindoro_n	locus272	0.0	0.0
maestre_de_campo-mindoro_s	locus272	0.0	0.0
masbate-panay_ne	locus272	0.0	0.0
negros-panay_sw	locus272	0.0	0.0
caluya-camiguin_sur	locus273	0.0	0.0
lubang-mindoro_n	locus273	0.0	0.0
maestre_de_campo-mindoro_s	locus273	0.0	0.0
masbate-panay_ne	locus273	0.0	0.0
negros-panay_sw	locus273	0.0	0.0
caluya-camiguin_sur	locus274	0.0	0.0
lubang-mindoro_n	locus274	0.0	0.0
maestre_de_campo-mindoro_s	locus274	0.0	0.0
masbate-panay_ne	locus274	0.0	0.0
negros-panay_sw	locus274	0.0	0.0
caluya-camiguin_sur	locus275	0.0	0.0
lubang-mindoro_n	locus275	0.0	0.0
maestre_de_campo-mindoro_s	locus275	0.0	0.0
masbate-panay_ne	locus275	0.0	0.0
negros-panay_sw	locus275	0.0	0.0
caluya-camiguin_sur	locus276	0.0	0.0
lubang-mindoro_n	locus276	0.0	0.0
maestre_de_campo-mindoro_s	locus276	0.0	0.0
masbate-panay_ne	locus276	0.0	0.0
negros-panay_sw	locus276	0.0	0.0
caluya-camiguin_sur	locus277	0.0	0.0
lubang-mindoro_n	locus277	0.0	0.0
maestre_de_campo-mindoro_s	locus277	0.0	0.0
masbate-panay_ne	locus277	0.0	0.0
negros-panay_sw	locus277	0.0	0.0
caluya-camiguin_sur	locus278	0.0	0.0
lubang-mindoro_n	locus278	0.0	0.0
maestre_de_campo-mindoro_s	locus278	0.0	0.0
masbate-panay_ne	locus278	0.0	0.0
negros-panay_sw	locus278	0.0	0.0
caluya-camiguin_sur	locus279	0.0	0.0
lubang-mindoro_n	locus279	0.0	0.0
maestre_de_campo-mindoro_s	locus279	0.0	0.0
masbate-panay_ne	locus279	0.0	0.0
negros-panay_sw	locus279	0.0	0.0
caluya-camiguin_sur	locus280	0.0	0.0
lubang-mindoro_n	locus280	0.0	0.0
maestre_de_campo-mindoro_s	locus280	0.0	0.0
masbate-panay_ne	locus280	0.0	0.0
negros-panay_sw	locus280	0.0	0.0
caluya-camiguin_sur	locus281	0.0	0.0
lubang-mindoro_n	locus281	0.0	0.0
maestre_de_campo-mindoro_s	locus281	0.0	0.0
masbate-panay_ne	locus281	0.0	0.0
negros-panay_sw	locus281	0.0	0.0
caluya-camiguin_sur	locus282	0.0	0.0
lubang-mindoro_n	locus282	0.0	0.0
maestre_de_campo-mindoro_s	locus282	0.0	0.0
masbate-panay_ne	locus282	0.0	0.0
negros-panay_sw	locus282	0.0	0.0
caluya-camiguin_sur	locus283	0.0	0.0
lubang-mindoro_n	locus283	0.0	0.0
maestre_de_campo-mindoro_s	locus283	0.0	0.0
masbate-panay_ne	locus283	0.0	0.0
negros-panay_sw	locus283	0.0	0.0
caluya-camiguin_sur	locus284	0.0	0.0
lubang-mindoro_n	locus284	0.0	0.0
maestre_de_campo-mindoro_s	locus284	0.0	0.0
masbate-panay_ne	locus284	0.0	0.0
negros-panay_sw	locus284	0.0	0.0
caluya-camiguin_sur	locus285	0.0	0.0
lubang-mindoro_n	locus285	0.0	0.0
maestre_de_campo-mindoro_s	locus285	0.0	0.0
masbate-panay_ne	locus285	0.0	0.0
negros-panay_sw	locus285	0.0	0.0
caluya-camiguin_sur	locus286	0.0	0.0
lubang-mindoro_n	locus286	0.0	0.0
maestre_de_campo-mindoro_s	locus286	0.0	0.0
masbate-panay_ne	locus286	0.0	0.0
negros-panay_sw	locus286	0.0	0.0
caluya-camiguin_sur	locus287	0.0	0.0
lubang-mindoro_n	locus287	0.0	0.0
maestre_de_campo-mindoro_s	locus287	0.0	0.0
masbate-panay_ne	locus287	0.0	0.0
negros-panay_sw	locus287	0.0	0.0
caluya-camiguin_sur	locus288	0.0	0.0
lubang-mindoro_n	locus288	0.0	0.0
maestre_de_campo-mindoro_s	locus288	0.0	0.0
masbate-panay_ne	locus288	0.0	0.0
negros-panay_sw	locus288	0.0	0.0
caluya-camiguin_sur	locus289	0.0	0.0
lubang-mindoro_n	locus289	0.0	0.0
maestre_de_campo-mindoro_s	locus289	0.0	0.0
masbate-panay_ne	locus289	0.0	0.0
negros-panay_sw	locus289	0.0	0.0
caluya-camiguin_sur	locus290	0.0	0.0
lubang-mindoro_n	locus290	0.0	0.0
maestre_de_campo-mindoro_s	locus290	0.0	0.0
masbate-panay_ne	locus290	0.0	0.0
negros-panay_sw	locus290	0.0	0.0
caluya-camiguin_sur	locus291	0.0	0.0
lubang-mindoro_n	locus291	0.0	0.0
maestre_de_campo-mindoro_s	locus291	0.0	0.0
masbate-panay_ne	locus291	0.0	0.0
negros-panay_sw	locus291	0.0	0.0
caluya-camiguin_sur	locus292	0.0	0.0
lubang-mindoro_n	locus292	0.0	0.0
maestre_de_campo-mindoro_s	locus292	0.0	0.0
masbate-panay_ne	locus292	0.0	0.0
negros-panay_sw	locus292	0.0	0.0
caluya-camiguin_sur	locus293	0.0	0.0
lubang-mindoro_n	locus293	0.0	0.0
maestre_de_campo-mindoro_s	locus293	0.0	0.0
masbate-panay_ne	locus293	0.0	0.0
negros-panay_sw	locus293	0.0	0.0
caluya-camiguin_sur	locus294	0.0	0.0
lubang-mindoro_n	locus294	0.0	0.0
maestre_de_campo-mindoro_s	locus294	0.0	0.0
masbate-panay_ne	locus294	0.0	0.0
negros-panay_sw	locus294	0.0	0.0
caluya-camiguin_sur	locus295	0.0	0.0
lubang-mindoro_n	locus295	0.0	0.0
maestre_de_campo-mindoro_s	locus295	0.0	0.00766283524904
masbate-panay_ne	locus295	0.0	0.0
negros-panay_sw	locus295	0.0	0.0
caluya-camiguin_sur	locus296	0.0	0.0
lubang-mindoro_n	locus296	0.0	0.0
maestre_de_campo-mindoro_s	locus296	0.0	0.0
masbate-panay_ne	locus296	0.0	0.0
negros-panay_sw	locus296	0.0	0.0
caluya-camiguin_sur	locus297	0.0	0.0
lubang-mindoro_n	locus297	0.0	0.0
maestre_de_campo-mindoro_s	locus297	0.0	0.0
masbate-panay_ne	locus297	0.0	0.0
negros-panay_sw	locus297	0.0	0.0
caluya-camiguin_sur	locus298	0.0	0.0
lubang-mindoro_n	locus298	0.0	0.0
maestre_de_campo-mindoro_s	locus298	0.0	0.0
masbate-panay_ne	locus298	0.0	0.0
negros-panay_sw	locus298	0.0	0.0
caluya-camiguin_sur	locus299	0.0	0.0
lubang-mindoro_n	locus299	0.0	0.0
maestre_de_campo-mindoro_s	locus299	0.0	0.0
masbate-panay_ne	locus299	0.0	0.0
negros-panay_sw	locus299	0.0	0.0
caluya-camiguin_sur	locus300	0.0	0.0
lubang-mindoro_n	locus300	0.0	0.0
maestre_de_campo-mindoro_s	locus300	0.0	0.0
masbate-panay_ne	locus300	0.0	0.0
negros-panay_sw	locus300	0.0	0.0
caluya-camiguin_sur	locus301	0.0	0.0
lubang-mindoro_n	locus301	0.0	0.0
maestre_de_campo-mindoro_s	locus301	0.0113636363636	0.0
masbate-panay_ne	locus301	0.0	0.0
negros-panay_sw	locus301	0.0	0.0
caluya-camiguin_sur	locus302	0.0	0.0
lubang-mindoro_n	locus302	0.0	0.0
maestre_de_campo-mindoro_s	locus302	0.0078431372549	0.0
masbate-panay_ne	locus302	0.0	0.0
negros-panay_sw	locus302	0.0	0.0
caluya-camiguin_sur	locus303	0.0	0.0
lubang-mindoro_n	locus303	0.0	0.0
maestre_de_campo-mindoro_s	locus303	0.0	0.0
masbate-panay_ne	locus303	0.0	0.0
negros-panay_sw	locus303	0.0	0.0
caluya-camiguin_sur	locus304	0.0	0.0
lubang-mindoro_n	locus304	0.0	0.0
maestre_de_campo-mindoro_s	locus304	0.0	0.0
masbate-panay_ne	locus304	0.0	0.0
negros-panay_sw	locus304	0.0	0.0
caluya-camiguin_sur	locus305	0.0	0.0
lubang-mindoro_n	locus305	0.0	0.0
maestre_de_campo-mindoro_s	locus305	0.0	0.0
masbate-panay_ne	locus305	0.0	0.0
negros-panay_sw	locus305	0.0	0.0
caluya-camiguin_sur	locus306	0.0	0.0
lubang-mindoro_n	locus306	0.0	0.0
maestre_de_campo-mindoro_s	locus306	0.0	0.0
masbate-panay_ne	locus306	0.0	0.0
negros-panay_sw	locus306	0.0	0.0
caluya-camiguin_sur	locus307	0.0	0.0
lubang-mindoro_n	locus307	0.0	0.0
maestre_de_campo-mindoro_s	locus307	0.00749063670412	0.0
masbate-panay_ne	locus307	0.0	0.0
negros-panay_sw	locus307	0.0	0.00561797752809
caluya-camiguin_sur	locus308	0.0	0.0
lubang-mindoro_n	locus308	0.0	0.0
maestre_de_campo-mindoro_s	locus308	0.0	0.0
masbate-panay_ne	locus308	0.0	0.0
negros-panay_sw	locus308	0.0	0.0
caluya-camiguin_sur	locus309	0.0	0.0
lubang-mindoro_n	locus309	0.0	0.0
maestre_de_campo-mindoro_s	locus309	0.0	0.0
masbate-panay_ne	locus309	0.0	0.0
negros-panay_sw	locus309	0.0	0.0
caluya-camiguin_sur	locus310	0.0	0.0
lubang-mindoro_n	locus310	0.0	0.0
maestre_de_campo-mindoro_s	locus310	0.0	0.0
masbate-panay_ne	locus310	0.0	0.0
negros-panay_sw	locus310	0.0	0.0
caluya-camiguin_sur	locus311	0.0	0.0
lubang-mindoro_n	locus311	0.0	0.0
maestre_de_campo-mindoro_s	locus311	0.0	0.0
masbate-panay_ne	locus311	0.0	0.0
negros-panay_sw	locus311	0.0	0.0
caluya-camiguin_sur	locus312	0.0	0.0
lubang-mindoro_n	locus312	0.0	0.0
maestre_de_campo-mindoro_s	locus312	0.0	0.0
masbate-panay_ne	locus312	0.0	0.0
negros-panay_sw	locus312	0.0	0.0
caluya-camiguin_sur	locus313	0.0	0.0
lubang-mindoro_n	locus313	0.0	0.0
maestre_de_campo-mindoro_s	locus313	0.0	0.0
masbate-panay_ne	locus313	0.0	0.0
negros-panay_sw	locus313	0.0	0.0
caluya-camiguin_sur	locus314	0.0	0.0
lubang-mindoro_n	locus314	0.0	0.0
maestre_de_campo-mindoro_s	locus314	0.0	0.0
masbate-panay_ne	locus314	0.0	0.0
negros-panay_sw	locus314	0.0	0.0
caluya-camiguin_sur	locus315	0.0	0.0
lubang-mindoro_n	locus315	0.0	0.0
maestre_de_campo-mindoro_s	locus315	0.0	0.0
masbate-panay_ne	locus315	0.0	0.0
negros-panay_sw	locus315	0.0	0.0
caluya-camiguin_sur	locus316	0.0	0.0
lubang-mindoro_n	locus316	0.0	0.0082304526749
maestre_de_campo-mindoro_s	locus316	0.0	0.0
masbate-panay_ne	locus316	0.0	0.0
negros-panay_sw	locus316	0.0	0.0
caluya-camiguin_sur	locus317	0.0	0.0
lubang-mindoro_n	locus317	0.0	0.0
maestre_de_campo-mindoro_s	locus317	0.0	0.0
masbate-panay_ne	locus317	0.0	0.0
negros-panay_sw	locus317	0.0	0.0
caluya-camiguin_sur	locus318	0.0	0.0
lubang-mindoro_n	locus318	0.0	0.0
maestre_de_campo-mindoro_s	locus318	0.0	0.0
masbate-panay_ne	locus318	0.0	0.0
negros-panay_sw	locus318	0.0	0.0
caluya-camiguin_sur	locus319	0.0	0.0
lubang-mindoro_n	locus319	0.0	0.0
maestre_de_campo-mindoro_s	locus319	0.0	0.0
masbate-panay_ne	locus319	0.0	0.0
negros-panay_sw	locus319	0.0	0.0
caluya-camiguin_sur	locus320	0.0	0.0
lubang-mindoro_n	locus320	0.0	0.0
maestre_de_campo-mindoro_s	locus320	0.0	0.0
masbate-panay_ne	locus320	0.0	0.0
negros-panay_sw	locus320	0.0	0.0
caluya-camiguin_sur	locus321	0.0	0.0
lubang-mindoro_n	locus321	0.0	0.0
maestre_de_campo-mindoro_s	locus321	0.0	0.0
masbate-panay_ne	locus321	0.0	0.0
negros-panay_sw	locus321	0.0	0.0
caluya-camiguin_sur	locus322	0.0	0.0
lubang-mindoro_n	locus322	0.0	0.0
maestre_de_campo-mindoro_s	locus322	0.0166666666667	0.0
masbate-panay_ne	locus322	0.0	0.0
negros-panay_sw	locus322	0.0	0.0
caluya-camiguin_sur	locus323	0.0	0.0
lubang-mindoro_n	locus323	0.0	0.0
maestre_de_campo-mindoro_s	locus323	0.0	0.0
masbate-panay_ne	locus323	0.0	0.0
negros-panay_sw	locus323	0.0	0.0
caluya-camiguin_sur	locus324	0.0	0.0
lubang-mindoro_n	locus324	0.00588235294118	0.0
maestre_de_campo-mindoro_s	locus324	0.0	0.0392156862745
masbate-panay_ne	locus324	0.0	0.0
negros-panay_sw	locus324	0.0392156862745	0.0
caluya-camiguin_sur	locus325	0.0	0.0
lubang-mindoro_n	locus325	0.0	0.0
maestre_de_campo-mindoro_s	locus325	0.0	0.0
masbate-panay_ne	locus325	0.0	0.0
negros-panay_sw	locus325	0.0	0.0
caluya-camiguin_sur	locus326	0.0	0.0
lubang-mindoro_n	locus326	0.0	0.0
maestre_de_campo-mindoro_s	locus326	0.0	0.0
masbate-panay_ne	locus326	0.0	0.0
negros-panay_sw	locus326	0.0	0.0
caluya-camiguin_sur	locus327	0.0	0.0
lubang-mindoro_n	locus327	0.0	0.0
maestre_de_campo-mindoro_s	locus327	0.0	0.0
masbate-panay_ne	locus327	0.0	0.0
negros-panay_sw	locus327	0.0	0.0
caluya-camiguin_sur	locus328	0.0	0.0
lubang-mindoro_n	locus328	0.0	0.0
maestre_de_campo-mindoro_s	locus328	0.0	0.0
masbate-panay_ne	locus328	0.0	0.0
negros-panay_sw	locus328	0.0	0.0
caluya-camiguin_sur	locus329	0.0	0.0
lubang-mindoro_n	locus329	0.0	0.0
maestre_de_campo-mindoro_s	locus329	0.0	0.0
masbate-panay_ne	locus329	0.0	0.0
negros-panay_sw	locus329	0.0	0.0
caluya-camiguin_sur	locus330	0.0	0.0
lubang-mindoro_n	locus330	0.0	0.0
maestre_de_campo-mindoro_s	locus330	0.0	0.0
masbate-panay_ne	locus330	0.0	0.0
negros-panay_sw	locus330	0.0	0.0
caluya-camiguin_sur	locus331	0.0	0.0
lubang-mindoro_n	locus331	0.0	0.0
maestre_de_campo-mindoro_s	locus331	0.0	0.0
masbate-panay_ne	locus331	0.0	0.0
negros-panay_sw	locus331	0.0	0.0
caluya-camiguin_sur	locus332	0.0	0.0
lubang-mindoro_n	locus332	0.0	0.0
maestre_de_campo-mindoro_s	locus332	0.0	0.0
masbate-panay_ne	locus332	0.0	0.0
negros-panay_sw	locus332	0.0	0.0
caluya-camiguin_sur	locus333	0.0	0.0
lubang-mindoro_n	locus333	0.0	0.0
maestre_de_campo-mindoro_s	locus333	0.0	0.0
masbate-panay_ne	locus333	0.0	0.0
negros-panay_sw	locus333	0.0	0.0
caluya-camiguin_sur	locus334	0.0	0.0
lubang-mindoro_n	locus334	0.0	0.0
maestre_de_campo-mindoro_s	locus334	0.0	0.0
masbate-panay_ne	locus334	0.0	0.0
negros-panay_sw	locus334	0.0	0.0
caluya-camiguin_sur	locus335	0.0	0.0
lubang-mindoro_n	locus335	0.0	0.0
maestre_de_campo-mindoro_s	locus335	0.0	0.0
masbate-panay_ne	locus335	0.0	0.0
negros-panay_sw	locus335	0.0	0.0
caluya-camiguin_sur	locus336	0.0	0.0
lubang-mindoro_n	locus336	0.0	0.0
maestre_de_campo-mindoro_s	locus336	0.0	0.0
masbate-panay_ne	locus336	0.0	0.0
negros-panay_sw	locus336	0.0	0.0
caluya-camiguin_sur	locus337	0.0	0.0
lubang-mindoro_n	locus337	0.0	0.00732600732601
maestre_de_campo-mindoro_s	locus337	0.0	0.0
masbate-panay_ne	locus337	0.0	0.0
negros-panay_sw	locus337	0.0	0.0
caluya-camiguin_sur	locus338	0.0	0.0
lubang-mindoro_n	locus338	0.0	0.0
maestre_de_campo-mindoro_s	locus338	0.0	0.0
masbate-panay_ne	locus338	0.0	0.0
negros-panay_sw	locus338	0.0	0.0
caluya-camiguin_sur	locus339	0.0	0.0
lubang-mindoro_n	locus339	0.0	0.0
maestre_de_campo-mindoro_s	locus339	0.0	0.0
masbate-panay_ne	locus339	0.0	0.0
negros-panay_sw	locus339	0.0	0.0
caluya-camiguin_sur	locus340	0.0	0.0
lubang-mindoro_n	locus340	0.0	0.0
maestre_de_campo-mindoro_s	locus340	0.0	0.0
masbate-panay_ne	locus340	0.0	0.0
negros-panay_sw	locus340	0.0	0.0
caluya-camiguin_sur	locus341	0.0	0.0
lubang-mindoro_n	locus341	0.0	0.0
maestre_de_campo-mindoro_s	locus341	0.0	0.0
masbate-panay_ne	locus341	0.0	0.0
negros-panay_sw	locus341	0.0	0.0
caluya-camiguin_sur	locus342	0.0	0.0
lubang-mindoro_n	locus342	0.0	0.0
maestre_de_campo-mindoro_s	locus342	0.0	0.0
masbate-panay_ne	locus342	0.0	0.0
negros-panay_sw	locus342	0.0	0.0
caluya-camiguin_sur	locus343	0.0	0.0
lubang-mindoro_n	locus343	0.0	0.0
maestre_de_campo-mindoro_s	locus343	0.0	0.0
masbate-panay_ne	locus343	0.0	0.0
negros-panay_sw	locus343	0.0	0.0
caluya-camiguin_sur	locus344	0.0	0.0
lubang-mindoro_n	locus344	0.0	0.0
maestre_de_campo-mindoro_s	locus344	0.0	0.0
masbate-panay_ne	locus344	0.0	0.0
negros-panay_sw	locus344	0.0	0.0
caluya-camiguin_sur	locus345	0.0	0.0
lubang-mindoro_n	locus345	0.0	0.0
maestre_de_campo-mindoro_s	locus345	0.0	0.0
masbate-panay_ne	locus345	0.0	0.0
negros-panay_sw	locus345	0.0	0.0
caluya-camiguin_sur	locus346	0.0	0.0
lubang-mindoro_n	locus346	0.0	0.0
maestre_de_campo-mindoro_s	locus346	0.0	0.0
masbate-panay_ne	locus346	0.0	0.0
negros-panay_sw	locus346	0.0	0.0
caluya-camiguin_sur	locus347	0.0	0.0
lubang-mindoro_n	locus347	0.0	0.0
maestre_de_campo-mindoro_s	locus347	0.0280898876404	0.0
masbate-panay_ne	locus347	0.0280898876404	0.0
negros-panay_sw	locus347	0.0	0.0
caluya-camiguin_sur	locus348	0.0	0.0
lubang-mindoro_n	locus348	0.0	0.0
maestre_de_campo-mindoro_s	locus348	0.0	0.0
masbate-panay_ne	locus348	0.0	0.0
negros-panay_sw	locus348	0.0	0.0
caluya-camiguin_sur	locus349	0.0	0.0
lubang-mindoro_n	locus349	0.0	0.0
maestre_de_campo-mindoro_s	locus349	0.0	0.0
masbate-panay_ne	locus349	0.0	0.0
negros-panay_sw	locus349	0.0	0.0
caluya-camiguin_sur	locus350	0.0	0.0
lubang-mindoro_n	locus350	0.0	0.0
maestre_de_campo-mindoro_s	locus350	0.0	0.0
masbate-panay_ne	locus350	0.0	0.0
negros-panay_sw	locus350	0.0	0.0
caluya-camiguin_sur	locus351	0.0	0.0
lubang-mindoro_n	locus351	0.0	0.0
maestre_de_campo-mindoro_s	locus351	0.0	0.0
masbate-panay_ne	locus351	0.0	0.0
negros-panay_sw	locus351	0.0	0.0
caluya-camiguin_sur	locus352	0.0	0.0
lubang-mindoro_n	locus352	0.0	0.0
maestre_de_campo-mindoro_s	locus352	0.0	0.0
masbate-panay_ne	locus352	0.0	0.0
negros-panay_sw	locus352	0.0	0.0
caluya-camiguin_sur	locus353	0.0	0.0
lubang-mindoro_n	locus353	0.0	0.0
maestre_de_campo-mindoro_s	locus353	0.0	0.0
masbate-panay_ne	locus353	0.0	0.0
negros-panay_sw	locus353	0.0	0.0
