field_series	field_number	genus	epithet	country	island	paic
LSUHC	3361	Luperosaurus	browni	West Malaysia		
LSUHC	3362	Luperosaurus	browni	West Malaysia		
LSUHC	3363	Luperosaurus	browni	West Malaysia		
LSUHC	3364	Luperosaurus	browni	West Malaysia		
LSUHC	3365	Luperosaurus	browni	West Malaysia		
LSUHC	3366	Luperosaurus	browni	West Malaysia		
LSUHC	3367	Luperosaurus	browni	West Malaysia		
LSUHC	3368	Luperosaurus	browni	West Malaysia		
LSUHC	3369	Luperosaurus	browni	West Malaysia		
LSUHC	3370	Luperosaurus	browni	West Malaysia		
LSUHC	4597	Luperosaurus	browni	West Malaysia		
LSUHC	4598	Luperosaurus	browni	West Malaysia		
LSUHC	4630	Luperosaurus	browni	West Malaysia		
RMB	5917	Luperosaurus	macgregori	Philippines	Babuyan Claro	Babuyan Island Group
RMB	5918	Luperosaurus	macgregori	Philippines	Babuyan Claro	Babuyan Island Group
RMB	5919	Luperosaurus	macgregori	Philippines	Babuyan Claro	Babuyan Island Group
RMB	5921	Luperosaurus	macgregori	Philippines	Babuyan Claro	Babuyan Island Group
RMB	5922	Luperosaurus	macgregori	Philippines	Babuyan Claro	Babuyan Island Group
RMB	5923	Luperosaurus	macgregori	Philippines	Babuyan Claro	Babuyan Island Group
RMB	5925	Luperosaurus	macgregori	Philippines	Babuyan Claro	Babuyan Island Group
RMB	5926	Luperosaurus	macgregori	Philippines	Babuyan Claro	Babuyan Island Group
RMB	5931	Luperosaurus	macgregori	Philippines	Babuyan Claro	Babuyan Island Group
RMB	5932	Luperosaurus	macgregori	Philippines	Babuyan Claro	Babuyan Island Group
RMB	5933	Luperosaurus	macgregori	Philippines	Babuyan Claro	Babuyan Island Group
RMB	5934	Luperosaurus	macgregori	Philippines	Babuyan Claro	Babuyan Island Group
RMB	5936	Luperosaurus	macgregori	Philippines	Babuyan Claro	Babuyan Island Group
RMB	5937	Luperosaurus	macgregori	Philippines	Babuyan Claro	Babuyan Island Group
RMB	5943	Luperosaurus	macgregori	Philippines	Babuyan Claro	Babuyan Island Group
RMB	5944	Luperosaurus	macgregori	Philippines	Babuyan Claro	Babuyan Island Group
RMB	5945	Luperosaurus	macgregori	Philippines	Babuyan Claro	Babuyan Island Group
RMB	5949	Luperosaurus	macgregori	Philippines	Babuyan Claro	Babuyan Island Group
RMB	5955	Luperosaurus	macgregori	Philippines	Babuyan Claro	Babuyan Island Group
RMB	5956	Luperosaurus	macgregori	Philippines	Babuyan Claro	Babuyan Island Group
RMB	5967	Luperosaurus	macgregori	Philippines	Babuyan Claro	Babuyan Island Group
RMB	5971	Luperosaurus	macgregori	Philippines	Babuyan Claro	Babuyan Island Group
RMB	5972	Luperosaurus	macgregori	Philippines	Babuyan Claro	Babuyan Island Group
EBG	203	Phyllodactylus	tuberculosus	El Salvador		
JES	2389	Phyllodactylus	tuberculosus	El Salvador		
JES	2390	Phyllodactylus	tuberculosus	El Salvador		
CDS	954	Pseudogekko	brevipes	Philippines	Negros	Visayan
RMB	3269	Pseudogekko	brevipes	Philippines	Negros	Visayan
RMB	3282	Pseudogekko	brevipes	Philippines	Negros	
RMB	4365	Pseudogekko	compressicorpus	Philippines	Leyte	Mindanao
RMB	4392	Pseudogekko	compressicorpus	Philippines	Leyte	Mindanao
RMB	8955	Pseudogekko	compressicorpus	Philippines	Leyte	Mindanao
ACD	1523	Pseudogekko	compressicorpus	Philippines	Leyte	Mindanao
CDS	1050	Pseudogekko	smaragdinus	Philippines	Polillo	Luzon
CDS	1051	Pseudogekko	smaragdinus	Philippines	Polillo	Luzon
CDS	1052	Pseudogekko	smaragdinus	Philippines	Polillo	Luzon
CDS	1053	Pseudogekko	smaragdinus	Philippines	Polillo	Luzon
CDS	1082	Pseudogekko	smaragdinus	Philippines	Polillo	Luzon
CDS	1083	Pseudogekko	smaragdinus	Philippines	Polillo	Luzon
CDS	1054	Pseudogekko	smaragdinus	Philippines	Polillo	Luzon
CDS	1055	Pseudogekko	smaragdinus	Philippines	Polillo	Luzon
CDS	1056	Pseudogekko	smaragdinus	Philippines	Polillo	Luzon
CDS	1057	Pseudogekko	smaragdinus	Philippines	Polillo	Luzon
CDS	1058	Pseudogekko	smaragdinus	Philippines	Polillo	Luzon
CDS	1059	Pseudogekko	smaragdinus	Philippines	Polillo	Luzon
CDS	1060	Pseudogekko	smaragdinus	Philippines	Polillo	Luzon
RMB	6194	Pseudogekko	smaragdinus	Philippines	Polillo	Luzon
RMB	6195	Pseudogekko	smaragdinus	Philippines	Polillo	Luzon
RMB	6196	Pseudogekko	smaragdinus	Philippines	Polillo	Luzon
RMB	6314	Pseudogekko	smaragdinus	Philippines	Polillo	Luzon
RMB	6315	Pseudogekko	smaragdinus	Philippines	Polillo	Luzon
RMB	6316	Pseudogekko	smaragdinus	Philippines	Polillo	Luzon
RMB	6317	Pseudogekko	smaragdinus	Philippines	Polillo	Luzon
RMB	6318	Pseudogekko	smaragdinus	Philippines	Polillo	Luzon
RMB	6319	Pseudogekko	smaragdinus	Philippines	Polillo	Luzon
RMB	6320	Pseudogekko	smaragdinus	Philippines	Polillo	Luzon
RMB	8928	Pseudogekko	smaragdinus	Philippines	Polillo	Luzon
RMB	8929	Pseudogekko	smaragdinus	Philippines	Polillo	Luzon
RMB	10870	Pseudogekko	smaragdinus	Philippines	Polillo	Luzon
LSUHC	4161	Ptychozoon	horsfieldii	West Malaysia		
LSUHC	4162	Ptychozoon	horsfieldii	West Malaysia		
LSUHC	5025	Ptychozoon	horsfieldii	West Malaysia		
LSUHC	6280	Ptychozoon	horsfieldii	Malaysia		
LSUHC	2154	Ptychozoon	kuhli	Malaysia	Pulau Langkawi	
LSUHC	2155	Ptychozoon	kuhli	Malaysia	Pulau Langkawi	
LSUHC	2156	Ptychozoon	kuhli	Malaysia	Pulau Langkawi	
LSUHC	2157	Ptychozoon	kuhli	Malaysia	Pulau Langkawi	
LSUHC	2158	Ptychozoon	kuhli	Malaysia	Pulau Langkawi	
LSUHC	2159	Ptychozoon	kuhli	Malaysia	Pulau Langkawi	
LSUHC	2160	Ptychozoon	kuhli	Malaysia	Pulau Langkawi	
LSUHC	2161	Ptychozoon	kuhli	Malaysia	Pulau Langkawi	
LSUHC	2162	Ptychozoon	kuhli	Malaysia	Pulau Langkawi	
LSUHC	2163	Ptychozoon	kuhli	Malaysia	Pulau Langkawi	
LSUHC	2164	Ptychozoon	kuhli	Malaysia	Pulau Langkawi	
LSUHC	3443	Ptychozoon	kuhli	West Malaysia	Pulau Langkawi	
LSUHC	3444	Ptychozoon	kuhli	West Malaysia	Pulau Langkawi	
LSUHC	3445	Ptychozoon	kuhli	West Malaysia	Pulau Langkawi	
LSUHC	3446	Ptychozoon	kuhli	West Malaysia	Pulau Langkawi	
LSUHC	3447	Ptychozoon	kuhli	West Malaysia	Pulau Langkawi	
LSUHC	3448	Ptychozoon	kuhli	West Malaysia	Pulau Langkawi	
LSUHC	3449	Ptychozoon	kuhli	West Malaysia	Pulau Langkawi	
LSUHC	3450	Ptychozoon	kuhli	West Malaysia	Pulau Langkawi	
LSUHC	3451	Ptychozoon	kuhli	West Malaysia	Pulau Langkawi	
LSUHC	3452	Ptychozoon	kuhli	West Malaysia	Pulau Langkawi	
LSUHC	3453	Ptychozoon	kuhli	West Malaysia	Pulau Langkawi	
LSUHC	3454	Ptychozoon	kuhli	West Malaysia	Pulau Langkawi	
LSUHC	615	Ptychozoon	kuhli	Malaysia	Pulau Langkawi	
LSUHC	616	Ptychozoon	kuhli	Malaysia	Pulau Langkawi	
LSUHC	617	Ptychozoon	kuhli	Malaysia	Pulau Langkawi	
LSUHC	618	Ptychozoon	kuhli	Malaysia	Pulau Langkawi	
LSUHC	619	Ptychozoon	kuhli	Malaysia	Pulau Langkawi	
LSUHC	620	Ptychozoon	kuhli	Malaysia	Pulau Langkawi	
LSUHC	621	Ptychozoon	kuhli	Malaysia	Pulau Langkawi	
LSUHC	622	Ptychozoon	kuhli	Malaysia	Pulau Langkawi	
LSUHC	623	Ptychozoon	kuhli	Malaysia	Pulau Langkawi	
LSUHC	624	Ptychozoon	kuhli	Malaysia	Pulau Langkawi	
LSUHC	625	Ptychozoon	kuhli	Malaysia	Pulau Langkawi	
LSUHC	626	Ptychozoon	kuhli	Malaysia	Pulau Langkawi	
LSUHC	5587	Ptychozoon	kuhli	Malaysia	Pulau Babi Besar	
LSUHC	4308	Ptychozoon	kuhli	West Malaysia	Pulau Perhentian Besar
LSUHC	5152	Ptychozoon	kuhli	West Malaysia	Pulau Perhentian Besar
LSUHC	5153	Ptychozoon	kuhli	West Malaysia	Pulau Perhentian Besar
LSUHC	4293	Ptychozoon	lionotum	West Malaysia	Pulau Perhentian Besar
LSUHC	4294	Ptychozoon	lionotum	West Malaysia	Pulau Perhentian Besar
LSUHC	4295	Ptychozoon	lionotum	West Malaysia	Pulau Perhentian Besar
LSUHC	4549	Ptychozoon	lionotum	West Malaysia	Pulau Perhentian Besar
LSUHC	4550	Ptychozoon	lionotum	West Malaysia	Pulau Perhentian Besar
LSUHC	3505	Ptychozoon	lionotum	West Malaysia		
NOSERIES	3835	Ptychozoon	kuhli	Malaysia	Pulau Tioman
NOSERIES	4679	Ptychozoon	kuhli	Malaysia	Pulau Tioman
LSUHC	5042	Ptychozoon	kuhli	Malaysia	Pulau Tioman
LSUHC	6182	Ptychozoon	kuhli	West Malaysia	Pulau Tioman
LSUHC	6184	Ptychozoon	kuhli	West Malaysia	Pulau Tioman
NOSERIES	6433	Ptychozoon	kuhli	Malaysia	Pulau Tioman
LSUHC	1	Ptychozoon	lionotum	Malaysia	Pulau Tioman
LSUHC	2	Ptychozoon	lionotum	Malaysia	Pulau Tioman
LSUHC	6437	Ptychozoon	lionotum	West Malaysi	Pulau Tioman
LSUHC	434	Ptychozoon	kuhli	Malaysia		
LSUHC	435	Ptychozoon	kuhli	Malaysia		
LSUHC	436	Ptychozoon	kuhli	Malaysia		
LSUHC	437	Ptychozoon	kuhli	Malaysia		
LSUHC	5741	Ptychozoon	lionotum	West Malaysia	Pulau Pinang
LSUHC	5742	Ptychozoon	lionotum	West Malaysia	Pulau Pinang
LSUHC	5743	Ptychozoon	lionotum	West Malaysia	Pulau Pinang
LSUHC	5744	Ptychozoon	lionotum	West Malaysia	Pulau Pinang
LSUHC	5150	Ptychozoon	lionotum	West Malaysia	Pulau Redang
LSUHC	5151	Ptychozoon	lionotum	West Malaysia	Pulau Redang
NOSERIES	5539	Ptychozoon	lionotum	West Malaysi	Pulau Sibu
LSUHC	5597	Ptychozoon	lionotum	West Malaysia	Pulau Sibu
NOSERIES	5783	Ptychozoon	lionotum	West Malaysi	Pulau Sibu
LSUHC	6192	Ptychozoon	lionotum	West Malaysia	Pulau Sibu
LSUHC	5946	Ptychozoon	kuhli	West Malaysia		
LSUHC	5947	Ptychozoon	kuhli	West Malaysia		
LSUHC	6008	Ptychozoon	kuhli	West Malaysia		
LSUHC	6009	Ptychozoon	kuhli	West Malaysia		
JBS	21351	Ptychozoon	lionotum	Myanmar		
CAS	221168	Ptychozoon	lionotum	Myanmar		
CAS	238865	Ptychozoon	lionotum	Myanmar		
FMNH	261851	Ptychozoon	lionotum	Cambodia		
FMNH	261852	Ptychozoon	lionotum	Cambodia		
