field_series	field_number	catalog_series	catalog_number	genus	epithet	country	island	paic	locality	lat	long	tissue	extract	date	source
RMB	9554	KU	313978	Gekko	porosus	Philippines	Sabtang	Batanes	Batanes Province; Municipality of Sabtang; Barangay Chavayan			T-287-F1	False	2008-06-05	ku_freezer.txt/ku_gekkonid_tissues.txt
RMB	9555	KU	313979	Gekko	porosus	Philippines	Sabtang	Batanes	Batanes Province; Municipality of Sabtang; Barangay Chavayan			T-287-F2	False	2008-06-05	ku_freezer.txt/ku_gekkonid_tissues.txt
RMB	9558	KU	313980	Gekko	porosus	Philippines	Sabtang	Batanes	Batanes Province; Municipality of Sabtang; Barangay Chavayan			T-287-F5	False	2008-06-06	ku_freezer.txt/ku_gekkonid_tissues.txt
RMB	9560	KU	313981	Gekko	porosus	Philippines	Sabtang	Batanes	Batanes Province; Municipality of Sabtang; Barangay Chavayan			T-287-F7	False	2008-06-06	ku_freezer.txt/ku_gekkonid_tissues.txt
RMB	9561	KU	313982	Gekko	porosus	Philippines	Sabtang	Batanes	Batanes Province; Municipality of Sabtang; Barangay Chavayan			T-287-F8	False	2008-06-06	ku_freezer.txt/ku_gekkonid_tissues.txt
CDS	788	KU	302738	Gekko	romblon	Philippines	Romblon	Romblon	Romblon Province; Municipality of Romblon; Barangay Li-o	12.5741	122.294	E-69-1	False	2001-01-27	ku_freezer.txt/ku_gekkonid_tissues.txt
CDS	789	KU	302739	Gekko	romblon	Philippines	Romblon	Romblon	Romblon Province; Municipality of Romblon; Barangay Li-o	12.5741	122.294	E-69-2	False	2001-01-27	ku_freezer.txt/ku_gekkonid_tissues.txt
CDS	790	KU	302740	Gekko	romblon	Philippines	Romblon	Romblon	Romblon Province; Municipality of Romblon; Barangay Li-o	12.5741	122.294	E-69-3	False	2001-01-27	ku_freezer.txt/ku_gekkonid_tissues.txt
CDS	791	KU	302741	Gekko	romblon	Philippines	Romblon	Romblon	Romblon Province; Municipality of Romblon; Barangay Li-o	12.5741	122.294	E-69-4	True	2001-01-27	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
CDS	792	KU	302742	Gekko	romblon	Philippines	Romblon	Romblon	Romblon Province; Municipality of Romblon; Barangay Li-o	12.5741	122.294	E-69-5	True	2001-01-27	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
RMB	5124	KU	303977	Gekko	romblon	Philippines	Romblon	Romblon	Romblon Province; Municipality of Romblon; Barangay Lunas, Watershed	12.5157667	122.2827833	D-50-70	True	2005-03-20	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
RMB	5125	KU	303978	Gekko	romblon	Philippines	Romblon	Romblon	Romblon Province; Municipality of Romblon; Barangay Lunas, Watershed	12.5157667	122.2827833	D-50-69	False	2005-03-20	ku_freezer.txt/ku_gekkonid_tissues.txt
RMB	8754	KU	315346	Gekko	romblon	Philippines	Tablas	Romblon	Romblon Province; Municipality of Calatrava; Barangay Balogo: Sitio Piqueno	12.60523	122.04552	R-261-B2	True	2008-01-06	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
RMB	8765	KU	315347	Gekko	romblon	Philippines	Tablas	Romblon	Romblon Province; Municipality of Calatrava; Barangay Balogo: Sitio Piqueno	12.60523	122.04552	R-261-C4	False	2008-01-07	ku_freezer.txt/ku_gekkonid_tissues.txt
RMB	8789	KU	315348	Gekko	romblon	Philippines	Tablas	Romblon	Romblon Province; Municipality of Calatrava; Barangay Balogo: Sitio Piqueno	12.60523	122.04552	R-261-E9	True	2008-01-08	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
RMB	6052	KU	304931	Gekko	rossi	Philippines	Calayan	Babuyan Island Group	Cagayan Valley Province; ; Barangay Magsidel, Sitio Longog	19.331	121.439	H-117-G3	False	2006-03-21	ku_freezer.txt/ku_gekkonid_tissues.txt
RMB	6055	KU	304934	Gekko	rossi	Philippines	Calayan	Babuyan Island Group	Cagayan Valley Province; ; Barangay Magsidel, Sitio Longog	19.331	121.439	H-117-G6	False	2006-03-21	ku_freezer.txt/ku_gekkonid_tissues.txt
RMB	6056	KU	304935	Gekko	rossi	Philippines	Calayan	Babuyan Island Group	Cagayan Valley Province; ; Barangay Magsidel, Sitio Longog	19.331	121.439	H-117-G7	False	2006-03-21	ku_freezer.txt/ku_gekkonid_tissues.txt
RMB	6057	KU	304936	Gekko	rossi	Philippines	Calayan	Babuyan Island Group	Cagayan Valley Province; ; Barangay Magsidel, Sitio Longog	19.331	121.439	H-117-G8	False	2006-03-21	ku_freezer.txt/ku_gekkonid_tissues.txt
RMB	6058	KU	304937	Gekko	rossi	Philippines	Calayan	Babuyan Island Group	Cagayan Valley Province; ; Barangay Magsidel, Sitio Longog	19.331	121.439	H-117-G9	False	2006-03-21	ku_freezer.txt/ku_gekkonid_tissues.txt
RMB	6059	KU	304938	Gekko	rossi	Philippines	Calayan	Babuyan Island Group	Cagayan Valley Province; ; Barangay Magsidel, Sitio Longog	19.331	121.439	H-117-H1	False	2006-03-21	ku_freezer.txt/ku_gekkonid_tissues.txt
RMB	6060	KU	304939	Gekko	rossi	Philippines	Calayan	Babuyan Island Group	Cagayan Valley Province; ; Barangay Magsidel, Sitio Longog	19.331	121.439	H-117-H2	False	2006-03-21	ku_freezer.txt/ku_gekkonid_tissues.txt
RMB	6369	KU	307046	Gekko	sp. a	Philippines	Dalupiri	Babuyan Island Group	Cagayan Province; Municipality of Calayan; Nipa Creek	19.102	121.223	J-149-D7	False	2006-09-13	ku_freezer.txt/ku_gekkonid_tissues.txt
RMB	6370	KU	307047	Gekko	sp. a	Philippines	Dalupiri	Babuyan Island Group	Cagayan Province; Municipality of Calayan; Nipa Creek	19.102	121.223	J-149-D8	False	2006-09-13	ku_freezer.txt/ku_gekkonid_tissues.txt
RMB	6371	KU	307048	Gekko	sp. a	Philippines	Dalupiri	Babuyan Island Group	Cagayan Province; Municipality of Calayan; Nipa Creek	19.102	121.223	J-149-D9	False	2006-09-13	ku_freezer.txt/ku_gekkonid_tissues.txt
RMB	6372	KU	307049	Gekko	sp. a	Philippines	Dalupiri	Babuyan Island Group	Cagayan Province; Municipality of Calayan; Nipa Creek	19.102	121.223	J-149-E1	False	2006-09-13	ku_freezer.txt/ku_gekkonid_tissues.txt
RMB	6373	KU	307050	Gekko	sp. a	Philippines	Dalupiri	Babuyan Island Group	Cagayan Province; Municipality of Calayan; Nipa Creek	19.102	121.223	J-149-E2	False	2006-09-13	ku_freezer.txt/ku_gekkonid_tissues.txt
RMB	6374	KU	307051	Gekko	sp. a	Philippines	Dalupiri	Babuyan Island Group	Cagayan Province; Municipality of Calayan; Nipa Creek	19.102	121.223	J-149-E3	False	2006-09-13	ku_freezer.txt/ku_gekkonid_tissues.txt
RMB	6375	KU	307052	Gekko	sp. a	Philippines	Dalupiri	Babuyan Island Group	Cagayan Province; Municipality of Calayan; Nipa Creek	19.102	121.223	J-149-E4	False	2006-09-13	ku_freezer.txt/ku_gekkonid_tissues.txt
RMB	5728	KU	304608	Gekko	sp. b	Philippines	Camiguin Norte	Babuyan Island Group	"Cagayan Province; Municipality of Calayan; Barangay Balatabat, Local Name ""Limandok"""	18.92927	121.89881	H-108-G7	False	2006-03-06	ku_freezer.txt/ku_gekkonid_tissues.txt
RMB	5729	KU	304609	Gekko	sp. b	Philippines	Camiguin Norte	Babuyan Island Group	"Cagayan Province; Municipality of Calayan; Barangay Balatabat, Local Name ""Limandok"""	18.92927	121.89881	H-108-G8	False	2006-03-06	ku_freezer.txt/ku_gekkonid_tissues.txt
RMB	5730	KU	304610	Gekko	sp. b	Philippines	Camiguin Norte	Babuyan Island Group	"Cagayan Province; Municipality of Calayan; Barangay Balatabat, Local Name ""Limandok"""	18.92927	121.89881	H-108-G9	False	2006-03-06	ku_freezer.txt/ku_gekkonid_tissues.txt
RMB	5731	KU	304611	Gekko	sp. b	Philippines	Camiguin Norte	Babuyan Island Group	"Cagayan Province; Municipality of Calayan; Barangay Balatabat, Local Name ""Limandok"""	18.92927	121.89881	H-108-H1	False	2006-03-06	ku_freezer.txt/ku_gekkonid_tissues.txt
RMB	5737	KU	304617	Gekko	sp. b	Philippines	Camiguin Norte	Babuyan Island Group	"Cagayan Province; Municipality of Calayan; Barangay Balatabat, Local Name ""Limandok"""	18.92927	121.89881	H-108-H7	False	2006-03-07	ku_freezer.txt/ku_gekkonid_tissues.txt
RMB	5758	KU	304638	Gekko	sp. b	Philippines	Camiguin Norte	Babuyan Island Group	"Cagayan Province; Municipality of Calayan; Barangay Balatabat, Local Name ""Limandok"""	18.92927	121.89881	H-109-B7	False	2006-03-07	ku_freezer.txt/ku_gekkonid_tissues.txt
RMB	5793	KU	304673	Gekko	sp. b	Philippines	Camiguin Norte	Babuyan Island Group	"Cagayan Province; Municipality of Calayan; Barangay Balatabat, Local Name ""Limandok"""	18.92927	121.89881	H-109-F9	False	2006-03-08	ku_freezer.txt/ku_gekkonid_tissues.txt
RMB	13550	KU	325830	Hemidactylus	frenatus	Philippines	Luzon	Luzon	Nueva Vizcaya Province; Municipality of Quezon; Barangay Maddiangat, in and around barangay proper	16.497	121.209	Y-369-E2	False	2010-01-16	ku_gekkonid_tissues.txt
RMB	13551	KU	325831	Hemidactylus	frenatus	Philippines	Luzon	Luzon	Nueva Vizcaya Province; Municipality of Quezon; Barangay Maddiangat, in and around barangay proper	16.497	121.209	Y-369-E3	False	2010-01-16	ku_gekkonid_tissues.txt
RMB	13552	KU	325832	Hemidactylus	frenatus	Philippines	Luzon	Luzon	Nueva Vizcaya Province; Municipality of Quezon; Barangay Maddiangat, in and around barangay proper	16.497	121.209	Y-369-E4	False	2010-01-16	ku_gekkonid_tissues.txt
RMB	13553	KU	325833	Hemidactylus	frenatus	Philippines	Luzon	Luzon	Nueva Vizcaya Province; Municipality of Quezon; Barangay Maddiangat, in and around barangay proper	16.497	121.209	Y-369-E5	False	2010-01-16	ku_gekkonid_tissues.txt
RMB	13576	KU	325834	Hemidactylus	frenatus	Philippines	Luzon	Luzon	Nueva Vizcaya Province; Municipality of Quezon; Barangay Maddiangat, in and around barangay proper	16.497	121.209	Y-369-H1	False	2010-01-17	ku_gekkonid_tissues.txt
RMB	13578	KU	325835	Hemidactylus	frenatus	Philippines	Luzon	Luzon	Nueva Vizcaya Province; Municipality of Quezon; Barangay Maddiangat, in and around barangay proper	16.497	121.209	Y-369-H3	False	2010-01-17	ku_gekkonid_tissues.txt
RMB	13579	KU	325836	Hemidactylus	frenatus	Philippines	Luzon	Luzon	Nueva Vizcaya Province; Municipality of Quezon; Barangay Maddiangat, in and around barangay proper	16.497	121.209	Y-369-H4	False	2010-01-17	ku_gekkonid_tissues.txt
RMB	9527	KU	314002	Lepidodactylus	balioburius	Philippines	Batan	Batanes	Batanes Province; Municipality of Basco; Barangay San Antonio, Sitio Chadpidan	20.47	-121.991	T-287-C1	False	2008-05-30	ku_gekkonid_tissues.txt
RMB	9528	KU	314003	Lepidodactylus	balioburius	Philippines	Batan	Batanes	Batanes Province; Municipality of Basco; Barangay San Antonio, Sitio Chadpidan	20.47	-121.991	T-287-C2	False	2008-05-31	ku_gekkonid_tissues.txt
RMB	9529	KU	314004	Lepidodactylus	balioburius	Philippines	Batan	Batanes	Batanes Province; Municipality of Basco; Barangay San Antonio, Sitio Chadpidan	20.47	-121.991	T-287-C3	False	2008-05-31	ku_gekkonid_tissues.txt
RMB	9530	KU	314005	Lepidodactylus	balioburius	Philippines	Batan	Batanes	Batanes Province; Municipality of Basco; Barangay San Antonio, Sitio Chadpidan	20.47	-121.991	T-287-C4	False	2008-05-31	ku_gekkonid_tissues.txt
RMB	9531	KU	314006	Lepidodactylus	balioburius	Philippines	Batan	Batanes	Batanes Province; Municipality of Basco; Barangay San Antonio, Sitio Chadpidan	20.47	-121.991	T-287-C5	False	2008-05-31	ku_gekkonid_tissues.txt
RMB	9532	KU	314007	Lepidodactylus	balioburius	Philippines	Batan	Batanes	Batanes Province; Municipality of Basco; Barangay San Antonio, Sitio Chadpidan	20.47	-121.991	T-287-C6	False	2008-05-31	ku_gekkonid_tissues.txt
RMB	9533	KU	314008	Lepidodactylus	balioburius	Philippines	Batan	Batanes	Batanes Province; Municipality of Basco; Barangay San Antonio, Sitio Chadpidan	20.47	-121.991	T-287-C7	False	2008-05-31	ku_gekkonid_tissues.txt
RMB	9567	KU	314012	Lepidodactylus	balioburius	Philippines	Sabtang	Batanes	Batanes Province; Municipality of Sabtang; Barangay Chavayan			T-287-G5	False	2008-06-07	ku_gekkonid_tissues.txt
RMB	9568	KU	314013	Lepidodactylus	balioburius	Philippines	Sabtang	Batanes	Batanes Province; Municipality of Sabtang; Barangay Chavayan			T-287-G6	False	2008-06-07	ku_gekkonid_tissues.txt
RMB	9569	KU	314014	Lepidodactylus	balioburius	Philippines	Sabtang	Batanes	Batanes Province; Municipality of Sabtang; Barangay Chavayan			T-287-G7	False	2008-06-07	ku_gekkonid_tissues.txt
RMB	9570	KU	314015	Lepidodactylus	balioburius	Philippines	Sabtang	Batanes	Batanes Province; Municipality of Sabtang; Barangay Chavayan			T-287-G8	False	2008-06-07	ku_gekkonid_tissues.txt
RMB	9571	KU	314016	Lepidodactylus	balioburius	Philippines	Sabtang	Batanes	Batanes Province; Municipality of Sabtang; Barangay Chavayan			T-287-G9	False	2008-06-07	ku_gekkonid_tissues.txt
RMB	9572	KU	314017	Lepidodactylus	balioburius	Philippines	Sabtang	Batanes	Batanes Province; Municipality of Sabtang; Barangay Chavayan			T-287-H1	False	2008-06-07	ku_gekkonid_tissues.txt
RMB	9574	KU	314018	Lepidodactylus	balioburius	Philippines	Sabtang	Batanes	Batanes Province; Municipality of Sabtang; Barangay Chavayan			T-287-H3	False	2008-06-07	ku_gekkonid_tissues.txt
RMB	5945	KU	304824	Luperosaurus	macgregori	Philippines	Babuyan Claro	Babuyan Island Group	Cagayan Province; Municipality of Calayan; Barangay Babuyan Claro			H-111-E6	False	2006-03-13	ku_freezer.txt/ku_gekkonid_tissues.txt
RMB	5949	KU	304828	Luperosaurus	macgregori	Philippines	Babuyan Claro	Babuyan Island Group	Cagayan Province; Municipality of Calayan; Barangay Babuyan Claro			H-111-F1	False	2006-03-13	ku_freezer.txt/ku_gekkonid_tissues.txt
RMB	5955	KU	304834	Luperosaurus	macgregori	Philippines	Babuyan Claro	Babuyan Island Group	Cagayan Province; Municipality of Calayan; Barangay Babuyan Claro			H-111-F7	False	2006-03-13	ku_freezer.txt/ku_gekkonid_tissues.txt
RMB	5956	KU	304835	Luperosaurus	macgregori	Philippines	Babuyan Claro	Babuyan Island Group	Cagayan Province; Municipality of Calayan; Barangay Babuyan Claro			H-111-F8	False	2006-03-13	ku_freezer.txt/ku_gekkonid_tissues.txt
RMB	5967	KU	304846	Luperosaurus	macgregori	Philippines	Babuyan Claro	Babuyan Island Group	Cagayan Province; Municipality of Calayan; Barangay Babuyan Claro			H-111-H1	False	2006-03-14	ku_freezer.txt/ku_gekkonid_tissues.txt
RMB	5971	KU	304850	Luperosaurus	macgregori	Philippines	Babuyan Claro	Babuyan Island Group	Cagayan Province; Municipality of Calayan; Barangay Babuyan Claro			H-111-H5	False	2006-03-14	ku_freezer.txt/ku_gekkonid_tissues.txt
RMB	5972	KU	304851	Luperosaurus	macgregori	Philippines	Babuyan Claro	Babuyan Island Group	Cagayan Province; Municipality of Calayan; Barangay Babuyan Claro			H-111-H6	False	2006-03-14	ku_freezer.txt/ku_gekkonid_tissues.txt
RMB	6314	KU	307641	Pseudogekko	smaragdinus	Philippines	Polillo	Luzon	Quezon Province; Municipality of Polillo; Barangay Salipsip, Sitio Kapilijan	14.8447333	121.9193	I-135-63	False	2006-07-24	ku_freezer.txt/ku_gekkonid_tissues.txt
RMB	6315	KU	307642	Pseudogekko	smaragdinus	Philippines	Polillo	Luzon	Quezon Province; Municipality of Polillo; Barangay Salipsip, Sitio Kapilijan	14.8447333	121.9193	I-135-64	False	2006-07-24	ku_freezer.txt/ku_gekkonid_tissues.txt
RMB	6316	KU	307643	Pseudogekko	smaragdinus	Philippines	Polillo	Luzon	Quezon Province; Municipality of Polillo; Barangay Salipsip, Sitio Kapilijan	14.8447333	121.9193	I-135-65	False	2006-07-24	ku_freezer.txt/ku_gekkonid_tissues.txt
RMB	6317	KU	307644	Pseudogekko	smaragdinus	Philippines	Polillo	Luzon	Quezon Province; Municipality of Polillo; Barangay Salipsip, Sitio Kapilijan	14.8447333	121.9193	I-135-66	False	2006-07-24	ku_freezer.txt/ku_gekkonid_tissues.txt
RMB	6318	KU	307645	Pseudogekko	smaragdinus	Philippines	Polillo	Luzon	Quezon Province; Municipality of Polillo; Barangay Salipsip, Sitio Kapilijan	14.8447333	121.9193	I-135-67	False	2006-07-24	ku_freezer.txt/ku_gekkonid_tissues.txt
RMB	6319	KU	307646	Pseudogekko	smaragdinus	Philippines	Polillo	Luzon	Quezon Province; Municipality of Polillo; Barangay Salipsip, Sitio Kapilijan	14.8447333	121.9193	I-135-68	False	2006-07-24	ku_freezer.txt/ku_gekkonid_tissues.txt
RMB	6320	KU	307647	Pseudogekko	smaragdinus	Philippines	Polillo	Luzon	Quezon Province; Municipality of Polillo; Barangay Salipsip, Sitio Kapilijan	14.8447333	121.9193	I-135-69	False	2006-07-24	ku_freezer.txt/ku_gekkonid_tissues.txt
LSUHC	5042	LSUHC	5042	Ptychozoon	kuhli	Malaysia	Pulau Tioman		West Malaysia, Pahang, Pulau Tioman, Sungai Mentawak			B-24-None	False		ku_freezer.txt
NOSERIES	3835			Ptychozoon	kuhli	Malaysia	Pulau Tioman		West Malaysia, Pahang, Pulau Tioman, Tekek-Juara Trail			D-54-LOOSE	False		ku_freezer.txt
NOSERIES	4679			Ptychozoon	kuhli	Malaysia	Pulau Tioman		West Malaysia, Pahang, Pulau Tioman, Tekek-Juara Trail			D-54-LOOSE	False		ku_freezer.txt
NOSERIES	6433			Ptychozoon	kuhli	Malaysia	Pulau Tioman		West Malaysia, Pahang, Pulau Tioman, Tekek-Juara Trail			D-54-LOOSE	False		ku_freezer.txt
NOSERIES	5539			Ptychozoon	lionotum	West Malaysi	Pulau Sibu		West Malaysia, Johor, Pulau Sibu			D-54-LOOSE	False		ku_freezer.txt
NOSERIES	5783			Ptychozoon	lionotum	West Malaysi	Pulau Sibu		West Malaysia, Johor, Pulau Sibu			D-54-LOOSE	False		ku_freezer.txt
LSUHC	6437	LSUHC	6437	Ptychozoon	lionotum	West Malaysi	Pulau Tioman		West Malaysia, Pahang, Pulau Tioman, Tekek-Juara Trail			D-58-LOOSE	False		ku_freezer.txt
